lateral_hori_stiffness,lateral_verti_stiffness,diagonal_stiffness,total_twist_deg,twist_0_1_deg,twist_1_2_deg
100,6210,7278,12.180147569269913,6.084520670806954,6.0956268984629585
100,6210,8531,10.414728304181203,5.201507872677836,5.213220431503368
100,6210,10000,8.902060017437025,4.444891906037098,4.457168111399926
100,7278,100,71.07164348221497,34.74771095050821,36.32393253170676
100,7278,117,71.01501991015137,34.70465603868231,36.31036387146906
100,7278,137,70.91200557834752,34.62915481241186,36.28285076593564
100,7278,161,70.34697438835845,34.21669905080195,36.13027533755649
100,7278,188,69.96072944630431,34.03809623347865,35.92263321282566
100,7278,221,69.63789530931278,34.13369685785105,35.50419845146173
100,7278,259,69.40257675295989,34.18212871234582,35.220448040614066
100,7278,303,69.2261795449548,34.206200806684066,35.01997873827074
100,7278,356,69.083796112031,34.21300596177846,34.87079015025254
100,7278,417,68.96104507976104,34.20350220858954,34.757542871171495
